attempt_num,board_number,board_label,screen_type,board_score,running_total,death,death_num,lives,frame,bonus_timer
443,420,420 (Loop 2: Board 164),Blue,25400,9335300,false,,14,1555876,
444,421,421 (Loop 2: Board 165),Blue,25500,9360800,false,,14,1560022,
445,422,422 (Loop 2: Board 166),Blue,26000,9386800,false,,14,1563925,
446,423,423 (Loop 2: Board 167),Blue,25000,9411800,false,,14,1568393,
447,424,424 (Loop 2: Board 168),Blue,25100,9436900,false,,14,1572782,
448,425,425 (Loop 2: Board 169),Blue,25600,9462500,false,,14,1576913,
449,426,426 (Loop 2: Board 170),Blue,26000,9488500,false,,14,1580861,
450,427,427 (Loop 2: Board 171),Blue,24300,9512800,false,,14,1585772,
451,428,428 (Loop 2: Board 172),Blue,25000,9537800,false,,14,1590207,
452,429,429 (Loop 2: Board 173),Blue,24300,9562100,false,,14,1595185,
453,430,430 (Loop 2: Board 174),Blue,25800,9587900,false,,14,1599266,
454,431,431 (Loop 2: Board 175),Blue,24000,9611900,false,,14,1605373,
455,432,432 (Loop 2: Board 175),Blue,24000,9611900,true,24,13,1605563,0
455,432,432 (Loop 2: Board 176),Blue,24300,9636200,false,,13,1610366,
456,433,433 (Loop 2: Board 177),Blue,25100,9661300,false,,13,1614606,
457,434,434 (Loop 2: Board 178),Blue,25700,9687000,false,,13,1618694,
459,435,435 (Loop 2: Board 179),Blue,2600,9689600,true,25,12,1620098,6800
459,435,435 (Loop 2: Board 179),Blue,22300,9711900,false,,12,1624374,
460,436,436 (Loop 2: Board 180),Blue,24300,9736200,false,,12,1629366,
461,437,437 (Loop 2: Board 181),Blue,26000,9762200,false,,12,1633308,
463,438,438 (Loop 2: Board 182),Blue,13100,9775300,true,26,11,1636517,3100
463,438,438 (Loop 2: Board 182),Blue,16700,9792000,false,,11,1638424,
464,439,439 (Loop 2: Board 183),Blue,26000,9818000,false,,11,1642345,
465,440,440 (Loop 2: Board 184),Blue,24600,9842600,false,,11,1646957,
466,441,441 (Loop 2: Board 185),Blue,25900,9868500,false,,11,1650932,
467,442,442 (Loop 2: Board 186),Blue,25900,9894400,false,,11,1654890,
468,443,443 (Loop 2: Board 187),Blue,25700,9920100,false,,11,1659029,
469,444,444 (Loop 2: Board 188),Blue,25100,9945200,false,,11,1663408,
470,445,445 (Loop 2: Board 189),Blue,25000,9970200,false,,11,1667859,
471,446,446 (Loop 2: Board 190),Blue,25100,9995300,false,,11,1672256,
472,447,447 (Loop 2: Board 191),Blue,25400,10020700,false,,11,1676550,
473,448,448 (Loop 2: Board 192),Blue,26000,10046700,false,,11,1680505,
474,449,449 (Loop 2: Board 193),Blue,25800,10072500,false,,11,1684580,
475,450,450 (Loop 2: Board 194),Blue,25200,10097700,false,,11,1688821,
476,451,451 (Loop 2: Board 195),Blue,25800,10123500,false,,11,1692815,
477,452,452 (Loop 2: Board 196),Blue,25400,10148900,false,,11,1697070,
478,453,453 (Loop 2: Board 197),Blue,25600,10174500,false,,11,1701182,
479,454,454 (Loop 2: Board 198),Blue,24700,10199200,false,,11,1705733,
480,455,455 (Loop 2: Board 199),Blue,26000,10225200,false,,11,1709717,
481,456,456 (Loop 2: Board 200),Blue,25200,10250400,false,,11,1714108,
483,457,457 (Loop 2: Board 201),Blue,8200,10258600,true,27,10,1716673,4500
483,457,457 (Loop 2: Board 201),Blue,20300,10278900,false,,10,1719230,
485,458,458 (Loop 2: Board 202),Blue,12400,10291300,true,28,9,1722241,3600
485,458,458 (Loop 2: Board 202),Blue,17400,10308700,false,,9,1724134,
486,459,459 (Loop 2: Board 203),Blue,15000,10323700,false,,9,1725204,
487,460,460 (Loop 2: Board 204),Blue,26000,10349700,false,,9,1729050,
488,461,461 (Loop 2: Board 205),Blue,25700,10375400,false,,9,1733135,
489,462,462 (Loop 2: Board 206),Blue,25200,10400600,false,,9,1737456,
490,463,463 (Loop 2: Board 207),Blue,25300,10425900,false,,9,1741726,
491,464,464 (Loop 2: Board 208),Blue,25400,10451300,false,,9,1745920,
492,465,465 (Loop 2: Board 209),Blue,24300,10475600,false,,9,1751105,
493,466,466 (Loop 2: Board 210),Blue,24300,10499900,false,,9,1756014,
494,467,467 (Loop 2: Board 211),Blue,25100,10525000,false,,9,1760364,
495,468,468 (Loop 2: Board 212),Blue,24300,10549300,false,,9,1765154,
496,469,469 (Loop 2: Board 213),Blue,24300,10573600,false,,9,1770317,
497,470,470 (Loop 2: Board 214),Blue,25000,10598600,false,,9,1774767,
498,471,471 (Loop 2: Board 215),Blue,25600,10624200,false,,9,1778872,
499,472,472 (Loop 2: Board 216),Blue,25400,10649600,false,,9,1783152,
500,473,473 (Loop 2: Board 217),Blue,25100,10674700,false,,9,1787541,
501,474,474 (Loop 2: Board 218),Blue,25600,10700300,false,,9,1791744,
502,475,475 (Loop 2: Board 219),Blue,25700,10726000,false,,9,1795843,
503,476,476 (Loop 2: Board 220),Blue,25700,10751700,false,,9,1799945,
504,477,477 (Loop 2: Board 221),Blue,25700,10777400,false,,9,1803999,
505,478,478 (Loop 2: Board 222),Blue,24400,10801800,false,,9,1808762,
506,479,479 (Loop 2: Board 223),Blue,24400,10826200,false,,9,1813392,
507,480,480 (Loop 2: Board 224),Blue,25200,10851400,false,,9,1817670,
508,481,481 (Loop 2: Board 225),Blue,25600,10877000,false,,9,1821810,
509,482,482 (Loop 2: Board 226),Blue,25700,10902700,false,,9,1825870,
510,483,483 (Loop 2: Board 227),Blue,26000,10928700,false,,9,1829826,
511,484,484 (Loop 2: Board 228),Blue,24900,10953600,false,,9,1834283,
512,485,485 (Loop 2: Board 229),Blue,24300,10977900,false,,9,1839251,
513,486,486 (Loop 2: Board 230),Blue,25100,11003000,false,,9,1843568,
514,487,487 (Loop 2: Board 231),Blue,25900,11028900,false,,9,1847493,
515,488,488 (Loop 2: Board 232),Blue,25700,11054600,false,,9,1851583,
516,489,489 (Loop 2: Board 233),Blue,25000,11079600,false,,9,1856007,
517,490,490 (Loop 2: Board 234),Blue,25700,11105300,false,,9,1860119,
518,491,491 (Loop 2: Board 235),Blue,24900,11130200,false,,9,1864488,
520,492,492 (Loop 2: Board 236),Blue,10600,11140800,true,29,8,1867227,4100
520,492,492 (Loop 2: Board 236),Blue,16700,11157500,false,,8,1870356,
521,493,493 (Loop 2: Board 237),Blue,24600,11182100,false,,8,1874981,
522,494,494 (Loop 2: Board 238),Blue,25200,11207300,false,,8,1879308,
523,495,495 (Loop 2: Board 239),Blue,25700,11233000,false,,8,1883395,
524,496,496 (Loop 2: Board 240),Blue,25700,11258700,false,,8,1887496,
526,497,497 (Loop 2: Board 241),Blue,4600,11263300,true,30,7,1889111,6300
526,497,497 (Loop 2: Board 241),Blue,20400,11283700,false,,7,1893288,
527,498,498 (Loop 2: Board 242),Blue,24300,11308000,false,,7,1898117,
528,499,499 (Loop 2: Board 243),Blue,24300,11332300,false,,7,1902956,
529,500,500 (Loop 2: Board 244),Blue,24300,11356600,false,,7,1907510,
530,501,501 (Loop 2: Board 245),Blue,25200,11381800,false,,7,1911937,
531,502,502 (Loop 2: Board 246),Blue,25500,11407300,false,,7,1916110,
532,503,503 (Loop 2: Board 247),Blue,25500,11432800,false,,7,1920284,
533,504,504 (Loop 2: Board 248),Blue,24700,11457500,false,,7,1924825,
534,505,505 (Loop 2: Board 249),Blue,25300,11482800,false,,7,1929099,
535,506,506 (Loop 2: Board 250),Blue,25400,11508200,false,,7,1933340,
536,507,507 (Loop 2: Board 251),Blue,25700,11533900,false,,7,1937488,
537,508,508 (Loop 2: Board 252),Blue,26200,11560100,false,,7,1941373,
538,509,509 (Loop 2: Board 253),Blue,26200,11586300,false,,7,1945228,
539,510,510 (Loop 2: Board 254),Blue,24800,11611100,false,,7,1949726,
540,511,511 (Loop 2: Board 255),Blue,25500,11636600,false,,7,1953884,
541,512,512 (Loop 2: Board 256/0),Blue,25600,11662200,false,,7,1958051,
542,513,513 (Loop 3: Board 1),Blue,15200,11677400,false,,7,1959333,
543,514,514 (Loop 3: Board 2),Gold,15300,11692700,false,,7,1960514,
544,515,515 (Loop 3: Board 3),Blue,15600,11708300,false,,7,1961797,
545,516,516 (Loop 3: Board 4),Grey,17300,11725600,false,,7,1964822,
546,517,517 (Loop 3: Board 5),Gold,14500,11740100,false,,7,1966793,
547,518,518 (Loop 3: Board 6),Blue,18000,11758100,false,,7,1969922,
548,519,519 (Loop 3: Board 7),Grey,18400,11776500,false,,7,1973134,
549,520,520 (Loop 3: Board 8),Gold,14000,11790500,false,,7,1975595,
550,521,521 (Loop 3: Board 9),Blue,18800,11809300,false,,7,1979098,
551,522,522 (Loop 3: Board 10),Grey,19000,11828300,false,,7,1982817,
552,523,523 (Loop 3: Board 11),Gold,13900,11842200,false,,7,1985446,
553,524,524 (Loop 3: Board 12),Blue,20600,11862800,false,,7,1989626,
554,525,525 (Loop 3: Board 13),Grey,21500,11884300,false,,7,1993428,
555,526,526 (Loop 3: Board 14),Gold,14800,11899100,false,,7,1995721,
556,527,527 (Loop 3: Board 15),Blue,20700,11919800,false,,7,1999791,
557,528,528 (Loop 3: Board 16),Grey,20700,11940500,false,,7,2004186,
558,529,529 (Loop 3: Board 17),Gold,14700,11955200,false,,7,2006803,
559,530,530 (Loop 3: Board 18),Blue,22900,11978100,false,,7,2011328,
560,531,531 (Loop 3: Board 19),Grey,18900,11997000,false,,7,2015967,
561,532,532 (Loop 3: Board 20),Gold,11800,12008800,false,,7,2018010,
562,533,533 (Loop 3: Board 21),Blue,20200,12029000,false,,7,2022572,
564,534,534 (Loop 3: Board 22),Grey,12200,12041200,true,31,6,2026552,3000
564,534,534 (Loop 3: Board 22),Grey,17300,12058500,false,,6,2027827,
565,535,535 (Loop 3: Board 23),Gold,15300,12073800,false,,6,2030096,
566,536,536 (Loop 3: Board 24),Blue,15100,12088900,false,,6,2031157,
567,537,537 (Loop 3: Board 25),Grey,28600,12117500,false,,6,2035090,
568,538,538 (Loop 3: Board 26),Gold,14500,12132000,false,,6,2038243,
569,539,539 (Loop 3: Board 27),Blue,24300,12156300,false,,6,2043049,
570,540,540 (Loop 3: Board 28),Grey,28400,12184700,false,,6,2046482,
571,541,541 (Loop 3: Board 29),Gold,13200,12197900,false,,6,2049901,
572,542,542 (Loop 3: Board 30),Blue,24900,12222800,false,,6,2054394,
573,543,543 (Loop 3: Board 31),Grey,26800,12249600,false,,6,2058577,
574,544,544 (Loop 3: Board 32),Gold,13700,12263300,false,,6,2061636,
575,545,545 (Loop 3: Board 33),Blue,24700,12288000,false,,6,2066143,
576,546,546 (Loop 3: Board 34),Grey,27200,12315200,false,,6,2070131,
577,547,547 (Loop 3: Board 35),Gold,13100,12328300,false,,6,2073454,
578,548,548 (Loop 3: Board 36),Blue,24300,12352600,false,,6,2078288,
579,549,549 (Loop 3: Board 37),Grey,27300,12379900,false,,6,2082261,
580,550,550 (Loop 3: Board 38),Gold,13200,12393100,false,,6,2085276,
581,551,551 (Loop 3: Board 39),Blue,25500,12418600,false,,6,2089510,
582,552,552 (Loop 3: Board 40),Grey,28300,12446900,false,,6,2093021,
583,553,553 (Loop 3: Board 41),Gold,13700,12460600,false,,6,2095638,
584,554,554 (Loop 3: Board 42),Blue,25300,12485900,false,,6,2099951,
585,555,555 (Loop 3: Board 43),Grey,28000,12513900,false,,6,2103555,
586,556,556 (Loop 3: Board 44),Gold,13600,12527500,false,,6,2106366,
587,557,557 (Loop 3: Board 45),Blue,25500,12553000,false,,6,2110590,
588,558,558 (Loop 3: Board 46),Grey,26500,12579500,false,,6,2114816,
589,559,559 (Loop 3: Board 47),Gold,13600,12593100,false,,6,2117625,
590,560,560 (Loop 3: Board 48),Blue,25500,12618600,false,,6,2121859,
591,561,561 (Loop 3: Board 49),Grey,28900,12647500,false,,6,2125020,
592,562,562 (Loop 3: Board 50),Gold,13700,12661200,false,,6,2127633,
593,563,563 (Loop 3: Board 51),Blue,25700,12686900,false,,6,2131721,
594,564,564 (Loop 3: Board 52),Grey,27600,12714500,false,,6,2135565,
595,565,565 (Loop 3: Board 53),Gold,12900,12727400,false,,6,2139258,
596,566,566 (Loop 3: Board 54),Blue,25700,12753100,false,,6,2143364,
597,567,567 (Loop 3: Board 55),Grey,26600,12779700,false,,6,2147678,
598,568,568 (Loop 3: Board 56),Gold,12900,12792600,false,,6,2151823,
599,569,569 (Loop 3: Board 57),Blue,25200,12817800,false,,6,2156167,
600,570,570 (Loop 3: Board 58),Grey,27500,12845300,false,,6,2160005,
601,571,571 (Loop 3: Board 59),Gold,13700,12859000,false,,6,2162738,
602,572,572 (Loop 3: Board 60),Blue,25600,12884600,false,,6,2166894,
603,573,573 (Loop 3: Board 61),Grey,27800,12912400,false,,6,2170552,
604,574,574 (Loop 3: Board 62),Gold,13400,12925800,false,,6,2173579,
605,575,575 (Loop 3: Board 63),Blue,25000,12950800,false,,6,2178048,
606,576,576 (Loop 3: Board 64),Grey,27900,12978700,false,,6,2181694,
607,577,577 (Loop 3: Board 65),Gold,12200,12990900,false,,6,2186193,
609,578,578 (Loop 3: Board 66),Blue,12400,13003300,true,32,5,2189180,3600
609,578,578 (Loop 3: Board 66),Blue,17400,13020700,false,,5,2191159,
610,579,579 (Loop 3: Board 67),Grey,26200,13046900,false,,5,2195654,
611,580,580 (Loop 3: Board 68),Gold,14000,13060900,false,,5,2198281,
612,581,581 (Loop 3: Board 69),Blue,15000,13075900,false,,5,2199360,
613,582,582 (Loop 3: Board 70),Grey,27500,13103400,false,,5,2203063,
614,583,583 (Loop 3: Board 71),Gold,12300,13115700,false,,5,2207332,
615,584,584 (Loop 3: Board 72),Blue,24300,13140000,false,,5,2212120,
616,585,585 (Loop 3: Board 73),Grey,27600,13167600,false,,5,2215923,
617,586,586 (Loop 3: Board 74),Gold,12900,13180500,false,,5,2219650,
618,587,587 (Loop 3: Board 75),Blue,25700,13206200,false,,5,2223729,
619,588,588 (Loop 3: Board 76),Grey,27300,13233500,false,,5,2227713,
620,589,589 (Loop 3: Board 77),Gold,13400,13246900,false,,5,2230770,
621,590,590 (Loop 3: Board 78),Blue,25900,13272800,false,,5,2234767,
622,591,591 (Loop 3: Board 79),Grey,28200,13301000,false,,5,2238212,
623,592,592 (Loop 3: Board 80),Gold,13600,13314600,false,,5,2241297,
624,593,593 (Loop 3: Board 81),Blue,25100,13339700,false,,5,2245732,
625,594,594 (Loop 3: Board 82),Grey,28100,13367800,false,,5,2249333,
626,595,595 (Loop 3: Board 83),Gold,13400,13381200,false,,5,2252678,
627,596,596 (Loop 3: Board 84),Blue,24300,13405500,false,,5,2257819,
628,597,597 (Loop 3: Board 85),Grey,27800,13433300,false,,5,2261498,
629,598,598 (Loop 3: Board 86),Gold,13400,13446700,false,,5,2264557,
630,599,599 (Loop 3: Board 87),Blue,25200,13471900,false,,5,2268820,
631,600,600 (Loop 3: Board 88),Grey,27800,13499700,false,,5,2272524,
632,601,601 (Loop 3: Board 89),Gold,12900,13512600,false,,5,2275923,
633,602,602 (Loop 3: Board 90),Blue,25400,13538000,false,,5,2280148,
634,603,603 (Loop 3: Board 91),Grey,27800,13565800,false,,5,2283827,
635,604,604 (Loop 3: Board 92),Gold,13200,13579000,false,,5,2287224,
636,605,605 (Loop 3: Board 93),Blue,24300,13603300,false,,5,2291965,
637,606,606 (Loop 3: Board 94),Grey,27500,13630800,false,,5,2295777,
638,607,607 (Loop 3: Board 95),Gold,13200,13644000,false,,5,2299218,
639,608,608 (Loop 3: Board 96),Blue,25200,13669200,false,,5,2303598,
640,609,609 (Loop 3: Board 97),Grey,27900,13697100,false,,5,2307247,
641,610,610 (Loop 3: Board 98),Gold,13600,13710700,false,,5,2310060,
642,611,611 (Loop 3: Board 99),Blue,25400,13736100,false,,5,2314299,
643,612,612 (Loop 3: Board 100),Grey,27800,13763900,false,,5,2317980,
644,613,613 (Loop 3: Board 101),Gold,13900,13777800,false,,5,2320331,
645,614,614 (Loop 3: Board 102),Blue,25000,13802800,false,,5,2324810,
646,615,615 (Loop 3: Board 103),Grey,27200,13830000,false,,5,2328787,
647,616,616 (Loop 3: Board 104),Gold,13200,13843200,false,,5,2332232,
648,617,617 (Loop 3: Board 105),Blue,24700,13867900,false,,5,2336651,
649,618,618 (Loop 3: Board 106),Grey,27900,13895800,false,,5,2340309,
650,619,619 (Loop 3: Board 107),Gold,13800,13909600,false,,5,2343032,
651,620,620 (Loop 3: Board 108),Blue,25200,13934800,false,,5,2347342,
652,621,621 (Loop 3: Board 109),Grey,27900,13962700,false,,5,2351019,
653,622,622 (Loop 3: Board 110),Gold,13300,13976000,false,,5,2354108,
655,623,623 (Loop 3: Board 111),Blue,11000,13987000,true,33,4,2357123,3600
655,623,623 (Loop 3: Board 111),Blue,17700,14004700,false,,4,2359664,
656,624,624 (Loop 3: Board 112),Grey,28200,14032900,false,,4,2363186,
657,625,625 (Loop 3: Board 113),Gold,14400,14047300,false,,4,2365751,
658,626,626 (Loop 3: Board 114),Blue,24900,14072200,false,,4,2370163,
659,627,627 (Loop 3: Board 115),Grey,27600,14099800,false,,4,2373970,
660,628,628 (Loop 3: Board 116),Gold,13200,14113000,false,,4,2377083,
661,629,629 (Loop 3: Board 117),Blue,25700,14138700,false,,4,2381198,
662,630,630 (Loop 3: Board 118),Grey,27200,14165900,false,,4,2385168,
663,631,631 (Loop 3: Board 119),Gold,14300,14180200,false,,4,2387643,
664,632,632 (Loop 3: Board 120),Blue,25400,14205600,false,,4,2391894,
666,633,633 (Loop 3: Board 121),Grey,14500,14220100,true,34,3,2394758,3800
666,633,633 (Loop 3: Board 121),Grey,17900,14238000,false,,3,2396089,
667,634,634 (Loop 3: Board 122),Gold,14500,14252500,false,,3,2398444,
668,635,635 (Loop 3: Board 123),Blue,15000,14267500,false,,3,2399508,
669,636,636 (Loop 3: Board 124),Grey,27700,14295200,false,,3,2403275,
670,637,637 (Loop 3: Board 125),Gold,13400,14308600,false,,3,2406314,
672,638,638 (Loop 3: Board 126),Blue,13500,14322100,true,35,2,2409407,3400
672,638,638 (Loop 3: Board 126),Blue,16800,14338900,false,,2,2411088,
673,639,639 (Loop 3: Board 127),Grey,27700,14366600,false,,2,2414809,
674,640,640 (Loop 3: Board 128),Gold,15100,14381700,false,,2,2417038,
676,641,641 (Loop 3: Board 129),Blue,2000,14383700,true,36,1,2418847,6000
676,641,641 (Loop 3: Board 129),Blue,24400,14408100,false,,1,2422621,
677,642,642 (Loop 3: Board 130),Grey,28300,14436400,false,,1,2426126,
678,643,643 (Loop 3: Board 131),Gold,15500,14451900,false,,1,2428431,
679,644,644 (Loop 3: Board 132),Blue,15000,14466900,false,,1,2429520,
680,645,645 (Loop 3: Board 133),Grey,27600,14494500,false,,1,2433330,
681,646,646 (Loop 3: Board 134),Gold,13600,14508100,false,,1,2436139,
682,647,647 (Loop 3: Board 135),Blue,14900,14523000,true,37,0,2439494,2500
